308.471831	309.479847	werbung
345.161594	346.001786	werbung
346.117000	347.904928	nachrichten
348.159096	353.668543	nachrichten_keller
353.668543	356.171617	nachrichten
435.592830	439.354514	wetter
449.587693	452.825409	verkehr
892.918080	896.882027	aktuell
1097.437497	1101.361784	euer_info_radio
1505.874057	1507.647326	unknown_b
1577.390979	1581.711832	neo1_a
2057.575644	2058.505267	werbung
2123.648483	2126.317245	unknown_c
2126.849782	2127.766002	werbung
2128.299754	2130.688932	unknown_a
2141.668982	2143.651491	nachrichten
2144.363161	2149.243183	magazin_keller
2149.243183	2151.760132	nachrichten
2162.815746	2165.701180	nachrichten
2234.410000	2236.117748	midnews
2252.308239	2254.061997	midnews
2295.334221	2297.143444	midnews
2321.884975	2323.602316	midnews
2368.291737	2369.962528	midnews
2387.314071	2390.626373	wetter
2433.419696	2437.215336	verkehr
2453.877919	2456.837093	sport
2603.588916	2606.211528	unknown_a
2614.548232	2617.318662	unknown_a
3030.206213	3032.555080	yeah
3168.608688	3173.336210	neo1_b
3431.316559	3434.341156	unknown_d
3880.024449	3881.041120	werbung
3968.006352	3968.830689	werbung
3968.894471	3970.508197	nachrichten
3971.448618	3976.526220	nachrichten_keller
3976.526220	3979.134317	nachrichten
4057.672203	4061.119029	wetter
4072.209185	4075.682845	verkehr
4752.635648	4755.607212	neo12von3
4871.537125	4874.430673	neo12von3
5535.012867	5538.927052	unknown_e
5735.271701	5736.212122	werbung
5751.794782	5752.752080	werbung
5753.343034	5755.223876	nachrichten
5755.376377	5761.060145	nachrichten_keller
5761.060145	5763.493203	nachrichten
5774.332492	5777.217065	nachrichten
5844.145505	5845.961792	midnews
5877.219832	5879.029027	midnews
5908.214731	5910.062919	midnews
5954.317186	5956.168964	midnews
5988.329792	5994.039971	wetter
6014.303631	6017.638325	verkehr
6028.568005	6032.403536	neo1morgen_lehmann
6422.139503	6426.379452	sportstory
6596.505619	6600.112921	neo1_c
7100.995300	7105.306311	album_der_woche_a
7462.748785	7467.196722	album_der_woche_b
7467.456564	7468.289644	werbung
7499.738426	7500.670626	werbung
7500.797709	7503.034386	nachrichten
7503.237721	7508.473578	nachrichten_keller
7508.676912	7511.098000	nachrichten
7583.643056	7587.418106	wetter
7599.804591	7602.668176	verkehr
8284.310723	8286.176309	unknown_b
8404.454728	8406.305926	dvdtip
9325.875240	9327.654415	nachrichten
9327.806916	9333.611294	nachrichten_keller
9333.611294	9336.096864	nachrichten
9345.966773	9348.852012	nachrichten
9435.534359	9437.353251	midnews
9450.851126	9452.527071	midnews
9470.935364	9472.758830	midnews
9491.070320	9492.965173	midnews
9525.355534	9527.201580	midnews
9552.692413	9554.524622	midnews
9570.976170	9574.298184	wetter
9590.027033	9593.406105	verkehr
10014.274859	10019.956755	neo1_d
10391.843315	10398.463489	euer_radio
